id	sampleA	sampleB	baseMeanA	baseMeanB	log2FC	pval	padj	sig
LOC100824067	KOZ1C	KOZ1T	2.044416960190186	1.3782481513165648	0.5519888867423758	0.7534865709674858	NA	notDE
LOC100824068	KOZ1C	KOZ1T	1.8381186685612294	1.6918125240914041	0.1283538933305138	0.9383115091242594	NA	notDE
LOC100824069	KOZ1C	KOZ1T	104.5350988794055	94.96828647708003	0.14202449295331634	0.6002336281329592	0.9999258991348372	notDE
LOC100824070	KOZ1C	KOZ1T	75.13793067271072	85.1785484536661	-0.1753808249967619	0.6444748832521809	0.9999258991348372	notDE
LOC100824071	KOZ1C	KOZ1T	235.9848209509165	241.4366941985722	-0.034805962348981666	0.8424825805008551	0.9999258991348372	notDE
LOC100824072	KOZ1C	KOZ1T	218.1626535442883	211.76753800323144	0.04045490994525098	0.8868358536010348	0.9999258991348372	notDE
LOC100824073	KOZ1C	KOZ1T	576.8372501342866	608.6940258009961	-0.0789892168609646	0.7588658447675922	0.9999258991348372	notDE
LOC100824075	KOZ1C	KOZ1T	200.37865748998394	186.07276940494373	0.10680423387273845	0.6423661193262038	0.9999258991348372	notDE
LOC100824076	KOZ1C	KOZ1T	349.3592928535736	315.36432279689376	0.1495074851819663	0.4370734115362572	0.9999258991348372	notDE
LOC100824077	KOZ1C	KOZ1T	297.10109486785973	276.19771703865484	0.10412616527943205	0.5862850853396326	0.9999258991348372	notDE
LOC100824078	KOZ1C	KOZ1T	61.68891603948024	74.39124539548574	-0.2636556121147596	0.38688093687705316	0.9999258991348372	notDE
LOC100824080	KOZ1C	KOZ1T	271.95749544814504	217.75803153343668	0.32267786800077514	0.06560456370818937	0.9999258991348372	notDE
LOC100824082	KOZ1C	KOZ1T	304.1163869510024	311.1880773229292	-0.035173977139168484	0.8628530050036058	0.9999258991348372	notDE
LOC100824083	KOZ1C	KOZ1T	142.03501241589044	128.60958936225362	0.147443992140891	0.5681063527298454	0.9999258991348372	notDE
LOC100824084	KOZ1C	KOZ1T	173.25796967294443	192.78002667308644	-0.14999196912150053	0.518999348311656	0.9999258991348372	notDE
